,gen,x,y
29,trnH,7650,1
30,trnH,7651,1
31,trnH,7652,1
32,trnH,7653,1
33,trnH,7654,1
34,trnH,7655,1
35,trnH,7656,1
36,trnH,7657,1
37,trnH,7658,1
38,trnH,7659,1
39,trnH,7660,1
40,trnH,7661,1
41,trnH,7662,1
42,trnH,7663,1
43,trnH,7664,1
44,trnH,7665,1
45,trnH,7666,1
46,trnH,7667,1
47,trnH,7668,1
48,trnH,7669,1
49,trnH,7670,1
50,trnH,7671,1
51,trnH,7672,1
52,trnH,7673,1
53,trnH,7674,1
54,trnH,7675,1
55,trnH,7676,1
56,trnH,7677,1
57,trnH,7678,1
58,trnH,7679,1
59,trnH,7680,1
60,trnH,7681,1
61,trnH,7682,1
0,ND4,7684,1
1,ND4,7685,1
2,ND4,7686,1
3,ND4,7687,1
4,ND4,7688,1
5,ND4,7689,1
6,ND4,7690,1
7,ND4,7691,1
8,ND4,7692,1
9,ND4,7693,1
10,ND4,7694,1
11,ND4,7695,1
12,ND4,7696,1
13,ND4,7697,1
14,ND4,7698,1
15,ND4,7699,1
16,ND4,7700,1
17,ND4,7701,1
18,ND4,7702,1
19,ND4,7703,1
20,ND4,7704,1
21,ND4,7705,1
22,ND4,7706,1
23,ND4,7707,1
24,ND4,7708,1
25,ND4,7709,1
26,ND4,7710,1
27,ND4,7711,1
28,ND4,7712,1
29,ND4,7713,1
30,ND4,7714,1
31,ND4,7715,1
32,ND4,7716,1
33,ND4,7717,1
34,ND4,7718,1
35,ND4,7719,1
36,ND4,7720,1
37,ND4,7721,1
38,ND4,7722,1
39,ND4,7723,1
40,ND4,7724,1
41,ND4,7725,1
42,ND4,7726,1
43,ND4,7727,1
44,ND4,7728,1
45,ND4,7729,1
46,ND4,7730,1
47,ND4,7731,1
48,ND4,7732,1
49,ND4,7733,1
50,ND4,7734,1
51,ND4,7735,1
52,ND4,7736,1
53,ND4,7737,1
54,ND4,7738,1
55,ND4,7739,1
56,ND4,7740,1
57,ND4,7741,1
58,ND4,7742,1
59,ND4,7743,1
60,ND4,7744,1
61,ND4,7745,1
62,ND4,7746,1
63,ND4,7747,1
64,ND4,7748,1
65,ND4,7749,1
66,ND4,7750,1
67,ND4,7751,1
68,ND4,7752,1
69,ND4,7753,1
70,ND4,7754,1
71,ND4,7755,1
72,ND4,7756,1
73,ND4,7757,1
74,ND4,7758,1
75,ND4,7759,1
76,ND4,7760,1
77,ND4,7761,1
78,ND4,7762,1
79,ND4,7763,1
80,ND4,7764,1
81,ND4,7765,1
82,ND4,7766,1
83,ND4,7767,1
84,ND4,7768,1
85,ND4,7769,1
86,ND4,7770,1
87,ND4,7771,1
88,ND4,7772,1
89,ND4,7773,1
90,ND4,7774,1
91,ND4,7775,1
92,ND4,7776,1
93,ND4,7777,1
94,ND4,7778,1
95,ND4,7779,1
96,ND4,7780,1
97,ND4,7781,1
98,ND4,7782,1
99,ND4,7783,1
100,ND4,7784,1
101,ND4,7785,1
102,ND4,7786,1
103,ND4,7787,1
104,ND4,7788,1
105,ND4,7789,1
106,ND4,7790,1
107,ND4,7791,1
108,ND4,7792,1
109,ND4,7793,1
110,ND4,7794,1
111,ND4,7795,1
112,ND4,7796,1
113,ND4,7797,1
114,ND4,7798,1
115,ND4,7799,1
116,ND4,7800,1
117,ND4,7801,1
118,ND4,7802,1
119,ND4,7803,1
120,ND4,7804,1
121,ND4,7805,1
122,ND4,7806,1
123,ND4,7807,1
124,ND4,7808,1
125,ND4,7809,1
126,ND4,7810,1
127,ND4,7811,1
128,ND4,7812,1
129,ND4,7813,1
130,ND4,7814,1
131,ND4,7815,1
132,ND4,7816,1
133,ND4,7817,1
134,ND4,7818,1
135,ND4,7819,1
136,ND4,7820,1
137,ND4,7821,1
138,ND4,7822,1
139,ND4,7823,1
140,ND4,7824,1
141,ND4,7825,1
142,ND4,7826,1
143,ND4,7827,1
144,ND4,7828,1
145,ND4,7829,1
146,ND4,7830,1
147,ND4,7831,1
148,ND4,7832,1
149,ND4,7833,1
150,ND4,7834,1
151,ND4,7835,1
152,ND4,7836,1
153,ND4,7837,1
154,ND4,7838,1
155,ND4,7839,1
156,ND4,7840,1
157,ND4,7841,1
158,ND4,7842,1
159,ND4,7843,1
160,ND4,7844,1
161,ND4,7845,1
162,ND4,7846,1
163,ND4,7847,1
164,ND4,7848,1
165,ND4,7849,1
166,ND4,7850,1
167,ND4,7851,1
168,ND4,7852,1
169,ND4,7853,1
170,ND4,7854,1
171,ND4,7855,1
172,ND4,7856,1
173,ND4,7857,1
174,ND4,7858,1
175,ND4,7859,1
176,ND4,7860,1
177,ND4,7861,1
178,ND4,7862,1
179,ND4,7863,1
180,ND4,7864,1
181,ND4,7865,1
182,ND4,7866,1
183,ND4,7867,1
184,ND4,7868,1
185,ND4,7869,1
186,ND4,7870,1
187,ND4,7871,1
188,ND4,7872,1
189,ND4,7873,1
190,ND4,7874,1
191,ND4,7875,1
192,ND4,7876,1
193,ND4,7877,1
194,ND4,7878,1
195,ND4,7879,1
196,ND4,7880,1
197,ND4,7881,1
198,ND4,7882,1
199,ND4,7883,1
200,ND4,7884,1
201,ND4,7885,1
202,ND4,7886,1
203,ND4,7887,1
204,ND4,7888,1
205,ND4,7889,1
206,ND4,7890,1
207,ND4,7891,1
208,ND4,7892,1
209,ND4,7893,1
210,ND4,7894,1
211,ND4,7895,1
212,ND4,7896,1
213,ND4,7897,1
214,ND4,7898,1
215,ND4,7899,1
216,ND4,7900,1
217,ND4,7901,1
218,ND4,7902,1
219,ND4,7903,1
220,ND4,7904,1
221,ND4,7905,1
222,ND4,7906,1
223,ND4,7907,1
224,ND4,7908,1
225,ND4,7909,1
226,ND4,7910,1
227,ND4,7911,1
228,ND4,7912,1
229,ND4,7913,1
230,ND4,7914,1
231,ND4,7915,1
232,ND4,7916,1
233,ND4,7917,1
234,ND4,7918,1
235,ND4,7919,1
236,ND4,7920,1
237,ND4,7921,1
238,ND4,7922,1
239,ND4,7923,1
240,ND4,7924,1
241,ND4,7925,1
242,ND4,7926,1
243,ND4,7927,1
244,ND4,7928,1
245,ND4,7929,1
246,ND4,7930,1
247,ND4,7931,1
248,ND4,7932,1
249,ND4,7933,1
250,ND4,7934,1
251,ND4,7935,1
252,ND4,7936,1
253,ND4,7937,1
254,ND4,7938,1
255,ND4,7939,1
256,ND4,7940,1
257,ND4,7941,1
258,ND4,7942,1
259,ND4,7943,1
260,ND4,7944,1
261,ND4,7945,1
262,ND4,7946,1
263,ND4,7947,1
264,ND4,7948,1
265,ND4,7949,1
266,ND4,7950,1
267,ND4,7951,1
268,ND4,7952,1
269,ND4,7953,1
270,ND4,7954,1
271,ND4,7955,1
272,ND4,7956,1
273,ND4,7957,1
274,ND4,7958,1
275,ND4,7959,1
276,ND4,7960,1
277,ND4,7961,1
278,ND4,7962,1
279,ND4,7963,1
280,ND4,7964,1
281,ND4,7965,1
282,ND4,7966,1
283,ND4,7967,1
284,ND4,7968,1
285,ND4,7969,1
286,ND4,7970,1
287,ND4,7971,1
288,ND4,7972,1
289,ND4,7973,1
290,ND4,7974,1
291,ND4,7975,1
292,ND4,7976,1
293,ND4,7977,1
294,ND4,7978,1
295,ND4,7979,1
296,ND4,7980,1
297,ND4,7981,1
298,ND4,7982,1
299,ND4,7983,1
300,ND4,7984,1
301,ND4,7985,1
302,ND4,7986,1
303,ND4,7987,1
304,ND4,7988,1
305,ND4,7989,1
306,ND4,7990,1
307,ND4,7991,1
308,ND4,7992,1
309,ND4,7993,1
310,ND4,7994,1
311,ND4,7995,1
312,ND4,7996,1
313,ND4,7997,1
314,ND4,7998,1
315,ND4,7999,1
316,ND4,8000,1
317,ND4,8001,1
318,ND4,8002,1
319,ND4,8003,1
320,ND4,8004,1
321,ND4,8005,1
322,ND4,8006,1
323,ND4,8007,1
324,ND4,8008,1
325,ND4,8009,1
326,ND4,8010,1
327,ND4,8011,1
328,ND4,8012,1
329,ND4,8013,1
330,ND4,8014,1
331,ND4,8015,1
332,ND4,8016,1
333,ND4,8017,1
334,ND4,8018,1
335,ND4,8019,1
336,ND4,8020,1
337,ND4,8021,1
338,ND4,8022,1
339,ND4,8023,1
340,ND4,8024,1
341,ND4,8025,1
342,ND4,8026,1
343,ND4,8027,1
344,ND4,8028,1
345,ND4,8029,1
346,ND4,8030,1
347,ND4,8031,1
348,ND4,8032,1
349,ND4,8033,1
350,ND4,8034,1
351,ND4,8035,1
352,ND4,8036,1
353,ND4,8037,1
354,ND4,8038,1
355,ND4,8039,1
356,ND4,8040,1
357,ND4,8041,1
358,ND4,8042,1
359,ND4,8043,1
360,ND4,8044,1
361,ND4,8045,1
362,ND4,8046,1
363,ND4,8047,1
364,ND4,8048,1
365,ND4,8049,1
366,ND4,8050,1
367,ND4,8051,1
368,ND4,8052,1
369,ND4,8053,1
370,ND4,8054,1
371,ND4,8055,1
372,ND4,8056,1
373,ND4,8057,1
374,ND4,8058,1
375,ND4,8059,1
376,ND4,8060,1
377,ND4,8061,1
378,ND4,8062,1
379,ND4,8063,1
380,ND4,8064,1
381,ND4,8065,1
382,ND4,8066,1
383,ND4,8067,1
384,ND4,8068,1
385,ND4,8069,1
386,ND4,8070,1
387,ND4,8071,1
388,ND4,8072,1
389,ND4,8073,1
390,ND4,8074,1
391,ND4,8075,1
392,ND4,8076,1
393,ND4,8077,1
394,ND4,8078,1
395,ND4,8079,1
396,ND4,8080,1
397,ND4,8081,1
398,ND4,8082,1
399,ND4,8083,1
400,ND4,8084,1
401,ND4,8085,1
402,ND4,8086,1
403,ND4,8087,1
404,ND4,8088,1
405,ND4,8089,1
406,ND4,8090,1
407,ND4,8091,1
408,ND4,8092,1
409,ND4,8093,1
410,ND4,8094,1
411,ND4,8095,1
412,ND4,8096,1
413,ND4,8097,1
414,ND4,8098,1
415,ND4,8099,1
416,ND4,8100,1
417,ND4,8101,1
418,ND4,8102,1
419,ND4,8103,1
420,ND4,8104,1
421,ND4,8105,1
422,ND4,8106,1
423,ND4,8107,1
424,ND4,8108,1
425,ND4,8109,1
426,ND4,8110,1
427,ND4,8111,1
428,ND4,8112,1
429,ND4,8113,1
430,ND4,8114,1
431,ND4,8115,1
432,ND4,8116,1
433,ND4,8117,1
434,ND4,8118,1
435,ND4,8119,1
436,ND4,8120,1
437,ND4,8121,1
438,ND4,8122,1
439,ND4,8123,1
440,ND4,8124,1
441,ND4,8125,1
442,ND4,8126,1
443,ND4,8127,1
444,ND4,8128,1
445,ND4,8129,1
446,ND4,8130,1
447,ND4,8131,1
448,ND4,8132,1
449,ND4,8133,1
450,ND4,8134,1
451,ND4,8135,1
452,ND4,8136,1
453,ND4,8137,1
454,ND4,8138,1
455,ND4,8139,1
456,ND4,8140,1
457,ND4,8141,1
458,ND4,8142,1
459,ND4,8143,1
460,ND4,8144,1
461,ND4,8145,1
462,ND4,8146,1
463,ND4,8147,1
464,ND4,8148,1
465,ND4,8149,1
466,ND4,8150,1
467,ND4,8151,1
468,ND4,8152,1
469,ND4,8153,1
470,ND4,8154,1
471,ND4,8155,1
472,ND4,8156,1
473,ND4,8157,1
474,ND4,8158,1
475,ND4,8159,1
476,ND4,8160,1
477,ND4,8161,1
478,ND4,8162,1
479,ND4,8163,1
480,ND4,8164,1
481,ND4,8165,1
482,ND4,8166,1
483,ND4,8167,1
484,ND4,8168,1
485,ND4,8169,1
486,ND4,8170,1
487,ND4,8171,1
488,ND4,8172,1
489,ND4,8173,1
490,ND4,8174,1
491,ND4,8175,1
492,ND4,8176,1
493,ND4,8177,1
494,ND4,8178,1
495,ND4,8179,1
496,ND4,8180,1
497,ND4,8181,1
498,ND4,8182,1
499,ND4,8183,1
500,ND4,8184,1
501,ND4,8185,1
502,ND4,8186,1
503,ND4,8187,1
504,ND4,8188,1
505,ND4,8189,1
506,ND4,8190,1
507,ND4,8191,1
508,ND4,8192,1
509,ND4,8193,1
510,ND4,8194,1
511,ND4,8195,1
512,ND4,8196,1
513,ND4,8197,1
514,ND4,8198,1
515,ND4,8199,1
516,ND4,8200,1
517,ND4,8201,1
518,ND4,8202,1
519,ND4,8203,1
520,ND4,8204,1
521,ND4,8205,1
522,ND4,8206,1
523,ND4,8207,1
524,ND4,8208,1
525,ND4,8209,1
526,ND4,8210,1
527,ND4,8211,1
528,ND4,8212,1
529,ND4,8213,1
530,ND4,8214,1
531,ND4,8215,1
532,ND4,8216,1
533,ND4,8217,1
534,ND4,8218,1
535,ND4,8219,1
536,ND4,8220,1
537,ND4,8221,1
538,ND4,8222,1
539,ND4,8223,1
540,ND4,8224,1
541,ND4,8225,1
542,ND4,8226,1
543,ND4,8227,1
544,ND4,8228,1
545,ND4,8229,1
546,ND4,8230,1
547,ND4,8231,1
548,ND4,8232,1
549,ND4,8233,1
550,ND4,8234,1
551,ND4,8235,1
552,ND4,8236,1
553,ND4,8237,1
554,ND4,8238,1
555,ND4,8239,1
556,ND4,8240,1
557,ND4,8241,1
558,ND4,8242,1
559,ND4,8243,1
560,ND4,8244,1
561,ND4,8245,1
562,ND4,8246,1
563,ND4,8247,1
564,ND4,8248,1
565,ND4,8249,1
566,ND4,8250,1
567,ND4,8251,1
568,ND4,8252,1
569,ND4,8253,1
570,ND4,8254,1
571,ND4,8255,1
572,ND4,8256,1
573,ND4,8257,1
574,ND4,8258,1
575,ND4,8259,1
576,ND4,8260,1
577,ND4,8261,1
578,ND4,8262,1
579,ND4,8263,1
580,ND4,8264,1
581,ND4,8265,1
582,ND4,8266,1
583,ND4,8267,1
584,ND4,8268,1
585,ND4,8269,1
586,ND4,8270,1
587,ND4,8271,1
588,ND4,8272,1
589,ND4,8273,1
590,ND4,8274,1
591,ND4,8275,1
592,ND4,8276,1
593,ND4,8277,1
594,ND4,8278,1
595,ND4,8279,1
596,ND4,8280,1
597,ND4,8281,1
598,ND4,8282,1
599,ND4,8283,1
600,ND4,8284,1
601,ND4,8285,1
602,ND4,8286,1
603,ND4,8287,1
604,ND4,8288,1
605,ND4,8289,1
606,ND4,8290,1
607,ND4,8291,1
608,ND4,8292,1
609,ND4,8293,1
610,ND4,8294,1
611,ND4,8295,1
612,ND4,8296,1
613,ND4,8297,1
614,ND4,8298,1
615,ND4,8299,1
616,ND4,8300,1
617,ND4,8301,1
618,ND4,8302,1
619,ND4,8303,1
620,ND4,8304,1
621,ND4,8305,1
622,ND4,8306,1
623,ND4,8307,1
624,ND4,8308,1
625,ND4,8309,1
626,ND4,8310,1
627,ND4,8311,1
628,ND4,8312,1
629,ND4,8313,1
630,ND4,8314,1
631,ND4,8315,1
632,ND4,8316,1
633,ND4,8317,1
634,ND4,8318,1
635,ND4,8319,1
636,ND4,8320,1
637,ND4,8321,1
638,ND4,8322,1
639,ND4,8323,1
640,ND4,8324,1
641,ND4,8325,1
642,ND4,8326,1
643,ND4,8327,1
644,ND4,8328,1
645,ND4,8329,1
646,ND4,8330,1
647,ND4,8331,1
648,ND4,8332,1
649,ND4,8333,1
650,ND4,8334,1
651,ND4,8335,1
652,ND4,8336,1
653,ND4,8337,1
654,ND4,8338,1
655,ND4,8339,1
656,ND4,8340,1
657,ND4,8341,1
658,ND4,8342,1
659,ND4,8343,1
660,ND4,8344,1
661,ND4,8345,1
662,ND4,8346,1
663,ND4,8347,1
664,ND4,8348,1
665,ND4,8349,1
666,ND4,8350,1
667,ND4,8351,1
668,ND4,8352,1
669,ND4,8353,1
670,ND4,8354,1
671,ND4,8355,1
672,ND4,8356,1
673,ND4,8357,1
674,ND4,8358,1
675,ND4,8359,1
676,ND4,8360,1
677,ND4,8361,1
678,ND4,8362,1
679,ND4,8363,1
680,ND4,8364,1
681,ND4,8365,1
682,ND4,8366,1
683,ND4,8367,1
684,ND4,8368,1
685,ND4,8369,1
686,ND4,8370,1
687,ND4,8371,1
688,ND4,8372,1
689,ND4,8373,1
690,ND4,8374,1
691,ND4,8375,1
692,ND4,8376,1
693,ND4,8377,1
694,ND4,8378,1
695,ND4,8379,1
696,ND4,8380,1
697,ND4,8381,1
698,ND4,8382,1
699,ND4,8383,1
700,ND4,8384,1
701,ND4,8385,1
702,ND4,8386,1
703,ND4,8387,1
704,ND4,8388,1
705,ND4,8389,1
706,ND4,8390,1
707,ND4,8391,1
708,ND4,8392,1
709,ND4,8393,1
710,ND4,8394,1
711,ND4,8395,1
712,ND4,8396,1
713,ND4,8397,1
714,ND4,8398,1
715,ND4,8399,1
716,ND4,8400,1
717,ND4,8401,1
718,ND4,8402,1
719,ND4,8403,1
720,ND4,8404,1
721,ND4,8405,1
722,ND4,8406,1
723,ND4,8407,1
724,ND4,8408,1
725,ND4,8409,1
726,ND4,8410,1
727,ND4,8411,1
728,ND4,8412,1
729,ND4,8413,1
730,ND4,8414,1
731,ND4,8415,1
732,ND4,8416,1
733,ND4,8417,1
734,ND4,8418,1
735,ND4,8419,1
736,ND4,8420,1
737,ND4,8421,1
738,ND4,8422,1
739,ND4,8423,1
740,ND4,8424,1
741,ND4,8425,1
742,ND4,8426,1
743,ND4,8427,1
744,ND4,8428,1
745,ND4,8429,1
746,ND4,8430,1
747,ND4,8431,1
748,ND4,8432,1
749,ND4,8433,1
750,ND4,8434,1
751,ND4,8435,1
752,ND4,8436,1
753,ND4,8437,1
754,ND4,8438,1
755,ND4,8439,1
756,ND4,8440,1
757,ND4,8441,1
758,ND4,8442,1
759,ND4,8443,1
760,ND4,8444,1
761,ND4,8445,1
762,ND4,8446,1
763,ND4,8447,1
764,ND4,8448,1
765,ND4,8449,1
766,ND4,8450,1
767,ND4,8451,1
768,ND4,8452,1
769,ND4,8453,1
770,ND4,8454,1
771,ND4,8455,1
772,ND4,8456,1
773,ND4,8457,1
774,ND4,8458,1
775,ND4,8459,1
776,ND4,8460,1
777,ND4,8461,1
778,ND4,8462,1
779,ND4,8463,1
780,ND4,8464,1
781,ND4,8465,1
782,ND4,8466,1
783,ND4,8467,1
784,ND4,8468,1
785,ND4,8469,1
786,ND4,8470,1
787,ND4,8471,1
788,ND4,8472,1
789,ND4,8473,1
790,ND4,8474,1
791,ND4,8475,1
792,ND4,8476,1
793,ND4,8477,1
794,ND4,8478,1
795,ND4,8479,1
796,ND4,8480,1
797,ND4,8481,1
798,ND4,8482,1
799,ND4,8483,1
800,ND4,8484,1
801,ND4,8485,1
802,ND4,8486,1
803,ND4,8487,1
804,ND4,8488,1
805,ND4,8489,1
806,ND4,8490,1
807,ND4,8491,1
808,ND4,8492,1
809,ND4,8493,1
810,ND4,8494,1
811,ND4,8495,1
812,ND4,8496,1
813,ND4,8497,1
814,ND4,8498,1
815,ND4,8499,1
816,ND4,8500,1
817,ND4,8501,1
818,ND4,8502,1
819,ND4,8503,1
820,ND4,8504,1
821,ND4,8505,1
822,ND4,8506,1
823,ND4,8507,1
824,ND4,8508,1
825,ND4,8509,1
826,ND4,8510,1
827,ND4,8511,1
828,ND4,8512,1
829,ND4,8513,1
830,ND4,8514,1
831,ND4,8515,1
832,ND4,8516,1
833,ND4,8517,1
834,ND4,8518,1
835,ND4,8519,1
836,ND4,8520,1
837,ND4,8521,1
838,ND4,8522,1
839,ND4,8523,1
840,ND4,8524,1
841,ND4,8525,1
842,ND4,8526,1
843,ND4,8527,1
844,ND4,8528,1
845,ND4,8529,1
846,ND4,8530,1
847,ND4,8531,1
848,ND4,8532,1
849,ND4,8533,1
850,ND4,8534,1
851,ND4,8535,1
852,ND4,8536,1
853,ND4,8537,1
854,ND4,8538,1
855,ND4,8539,1
856,ND4,8540,1
857,ND4,8541,1
858,ND4,8542,1
859,ND4,8543,1
860,ND4,8544,1
861,ND4,8545,1
862,ND4,8546,1
863,ND4,8547,1
864,ND4,8548,1
865,ND4,8549,1
866,ND4,8550,1
867,ND4,8551,1
868,ND4,8552,1
869,ND4,8553,1
870,ND4,8554,1
871,ND4,8555,1
872,ND4,8556,1
873,ND4,8557,1
874,ND4,8558,1
875,ND4,8559,1
876,ND4,8560,1
877,ND4,8561,1
878,ND4,8562,1
879,ND4,8563,1
880,ND4,8564,1
881,ND4,8565,1
882,ND4,8566,1
883,ND4,8567,1
884,ND4,8568,1
885,ND4,8569,1
886,ND4,8570,1
887,ND4,8571,1
888,ND4,8572,1
889,ND4,8573,1
890,ND4,8574,1
891,ND4,8575,1
892,ND4,8576,1
893,ND4,8577,1
894,ND4,8578,1
895,ND4,8579,1
896,ND4,8580,1
897,ND4,8581,1
898,ND4,8582,1
899,ND4,8583,1
900,ND4,8584,1
901,ND4,8585,1
902,ND4,8586,1
903,ND4,8587,1
904,ND4,8588,1
905,ND4,8589,1
906,ND4,8590,1
907,ND4,8591,1
908,ND4,8592,1
909,ND4,8593,1
910,ND4,8594,1
911,ND4,8595,1
912,ND4,8596,1
913,ND4,8597,1
914,ND4,8598,1
915,ND4,8599,1
916,ND4,8600,1
917,ND4,8601,1
918,ND4,8602,1
919,ND4,8603,1
920,ND4,8604,1
921,ND4,8605,1
922,ND4,8606,1
923,ND4,8607,1
924,ND4,8608,1
925,ND4,8609,1
926,ND4,8610,1
927,ND4,8611,1
928,ND4,8612,1
929,ND4,8613,1
930,ND4,8614,1
931,ND4,8615,1
932,ND4,8616,1
933,ND4,8617,1
934,ND4,8618,1
935,ND4,8619,1
936,ND4,8620,1
937,ND4,8621,1
938,ND4,8622,1
939,ND4,8623,1
940,ND4,8624,1
941,ND4,8625,1
942,ND4,8626,1
943,ND4,8627,1
944,ND4,8628,1
945,ND4,8629,1
946,ND4,8630,1
947,ND4,8631,1
948,ND4,8632,1
949,ND4,8633,1
950,ND4,8634,1
951,ND4,8635,1
952,ND4,8636,1
953,ND4,8637,1
954,ND4,8638,1
955,ND4,8639,1
956,ND4,8640,1
957,ND4,8641,1
958,ND4,8642,1
959,ND4,8643,1
960,ND4,8644,1
961,ND4,8645,1
962,ND4,8646,1
963,ND4,8647,1
964,ND4,8648,1
965,ND4,8649,1
966,ND4,8650,1
967,ND4,8651,1
968,ND4,8652,1
969,ND4,8653,1
970,ND4,8654,1
971,ND4,8655,1
972,ND4,8656,1
973,ND4,8657,1
974,ND4,8658,1
975,ND4,8659,1
976,ND4,8660,1
977,ND4,8661,1
978,ND4,8662,1
979,ND4,8663,1
980,ND4,8664,1
981,ND4,8665,1
982,ND4,8666,1
983,ND4,8667,1
984,ND4,8668,1
985,ND4,8669,1
986,ND4,8670,1
987,ND4,8671,1
988,ND4,8672,1
989,ND4,8673,1
990,ND4,8674,1
991,ND4,8675,1
992,ND4,8676,1
993,ND4,8677,1
994,ND4,8678,1
995,ND4,8679,1
996,ND4,8680,1
997,ND4,8681,1
998,ND4,8682,1
999,ND4,8683,1
1000,ND4,8684,1
1001,ND4,8685,1
1002,ND4,8686,1
1003,ND4,8687,1
1004,ND4,8688,1
1005,ND4,8689,1
1006,ND4,8690,1
1007,ND4,8691,1
1008,ND4,8692,1
1009,ND4,8693,1
1010,ND4,8694,1
1011,ND4,8695,1
1012,ND4,8696,1
1013,ND4,8697,1
1014,ND4,8698,1
1015,ND4,8699,1
1016,ND4,8700,1
1017,ND4,8701,1
1018,ND4,8702,1
1019,ND4,8703,1
1020,ND4,8704,1
1021,ND4,8705,1
1022,ND4,8706,1
1023,ND4,8707,1
1024,ND4,8708,1
1025,ND4,8709,1
1026,ND4,8710,1
1027,ND4,8711,1
1028,ND4,8712,1
1029,ND4,8713,1
1030,ND4,8714,1
1031,ND4,8715,1
1032,ND4,8716,1
1033,ND4,8717,1
1034,ND4,8718,1
1035,ND4,8719,1
1036,ND4,8720,1
1037,ND4,8721,1
1038,ND4,8722,1
1039,ND4,8723,1
1040,ND4,8724,1
1041,ND4,8725,1
1042,ND4,8726,1
1043,ND4,8727,1
1044,ND4,8728,1
1045,ND4,8729,1
1046,ND4,8730,1
1047,ND4,8731,1
1048,ND4,8732,1
1049,ND4,8733,1
1050,ND4,8734,1
1051,ND4,8735,1
1052,ND4,8736,1
1053,ND4,8737,1
1054,ND4,8738,1
1055,ND4,8739,1
1056,ND4,8740,1
1057,ND4,8741,1
1058,ND4,8742,1
1059,ND4,8743,1
1060,ND4,8744,1
1061,ND4,8745,1
1062,ND4,8746,1
1063,ND4,8747,1
1064,ND4,8748,1
1065,ND4,8749,1
1066,ND4,8750,1
1067,ND4,8751,1
1068,ND4,8752,1
1069,ND4,8753,1
1070,ND4,8754,1
1071,ND4,8755,1
1072,ND4,8756,1
1073,ND4,8757,1
1074,ND4,8758,1
1075,ND4,8759,1
1076,ND4,8760,1
1077,ND4,8761,1
1078,ND4,8762,1
1079,ND4,8763,1
1080,ND4,8764,1
1081,ND4,8765,1
1082,ND4,8766,1
1083,ND4,8767,1
1084,ND4,8768,1
1085,ND4,8769,1
1086,ND4,8770,1
1087,ND4,8771,1
1088,ND4,8772,1
1089,ND4,8773,1
1090,ND4,8774,1
1091,ND4,8775,1
1092,ND4,8776,1
1093,ND4,8777,1
1094,ND4,8778,1
1095,ND4,8779,1
1096,ND4,8780,1
1097,ND4,8781,1
1098,ND4,8782,1
1099,ND4,8783,1
1100,ND4,8784,1
1101,ND4,8785,1
1102,ND4,8786,1
1103,ND4,8787,1
1104,ND4,8788,1
1105,ND4,8789,1
1106,ND4,8790,1
1107,ND4,8791,1
1108,ND4,8792,1
1109,ND4,8793,1
1110,ND4,8794,1
1111,ND4,8795,1
1112,ND4,8796,1
1113,ND4,8797,1
1114,ND4,8798,1
1115,ND4,8799,1
1116,ND4,8800,1
1117,ND4,8801,1
1118,ND4,8802,1
1119,ND4,8803,1
1120,ND4,8804,1
1121,ND4,8805,1
1122,ND4,8806,1
1123,ND4,8807,1
1124,ND4,8808,1
1125,ND4,8809,1
1126,ND4,8810,1
1127,ND4,8811,1
1128,ND4,8812,1
1129,ND4,8813,1
1130,ND4,8814,1
1131,ND4,8815,1
1132,ND4,8816,1
1133,ND4,8817,1
1134,ND4,8818,1
1135,ND4,8819,1
1136,ND4,8820,1
1137,ND4,8821,1
1138,ND4,8822,1
1139,ND4,8823,1
1140,ND4,8824,1
1141,ND4,8825,1
1142,ND4,8826,1
1143,ND4,8827,1
1144,ND4,8828,1
1145,ND4,8829,1
1146,ND4,8830,1
1147,ND4,8831,1
1148,ND4,8832,1
1149,ND4,8833,1
1150,ND4,8834,1
1151,ND4,8835,1
1152,ND4,8836,1
1153,ND4,8837,1
1154,ND4,8838,1
1155,ND4,8839,1
1156,ND4,8840,1
1157,ND4,8841,1
1158,ND4,8842,1
1159,ND4,8843,1
1160,ND4,8844,1
1161,ND4,8845,1
1162,ND4,8846,1
1163,ND4,8847,1
1164,ND4,8848,1
1165,ND4,8849,1
1166,ND4,8850,1
1167,ND4,8851,1
1168,ND4,8852,1
1169,ND4,8853,1
1170,ND4,8854,1
1171,ND4,8855,1
1172,ND4,8856,1
1173,ND4,8857,1
1174,ND4,8858,1
1175,ND4,8859,1
1176,ND4,8860,1
1177,ND4,8861,1
1178,ND4,8862,1
1179,ND4,8863,1
1180,ND4,8864,1
1181,ND4,8865,1
1182,ND4,8866,1
1183,ND4,8867,1
1184,ND4,8868,1
1185,ND4,8869,1
1186,ND4,8870,1
1187,ND4,8871,1
1188,ND4,8872,1
1189,ND4,8873,1
1190,ND4,8874,1
1191,ND4,8875,1
1192,ND4,8876,1
1193,ND4,8877,1
1194,ND4,8878,1
1195,ND4,8879,1
1196,ND4,8880,1
1197,ND4,8881,1
1198,ND4,8882,1
1199,ND4,8883,1
1200,ND4,8884,1
1201,ND4,8885,1
1202,ND4,8886,1
1203,ND4,8887,1
1204,ND4,8888,1
1205,ND4,8889,1
1206,ND4,8890,1
1207,ND4,8891,1
1208,ND4,8892,1
1209,ND4,8893,1
1210,ND4,8894,1
1211,ND4,8895,1
1212,ND4,8896,1
1213,ND4,8897,1
1214,ND4,8898,1
1215,ND4,8899,1
1216,ND4,8900,1
1217,ND4,8901,1
1218,ND4,8902,1
